State,ZipCode,TaxRegionName,CombinedRate
AK,99745,"ALASKA STATE",0
AK,99746,"ALASKA STATE",0
AK,99747,"ALASKA STATE",0
AK,99748,"ALASKA STATE",0
AK,99752,KOTZEBUE,0.06
AK,99754,"ALASKA STATE",0
AK,99755,"ALASKA STATE",0
AK,99756,"ALASKA STATE",0
AK,99757,"ALASKA STATE",0
AK,99758,"ALASKA STATE",0
AK,99759,"ALASKA STATE",0
AK,99760,NENANA,0.04
AK,99762,NOME,0.05
AK,99764,"ALASKA STATE",0
AK,99765,"ALASKA STATE",0
AK,99766,"POINT HOPE",0.03
AK,99767,"ALASKA STATE",0
AK,99768,"ALASKA STATE",0
AK,99774,"ALASKA STATE",0
AK,99775,"ALASKA STATE",0
AK,99776,"ALASKA STATE",0
AK,99777,TANANA,0.02
AK,99780,"ALASKA STATE",0
AK,99781,"ALASKA STATE",0
AK,99788,"ALASKA STATE",0
AK,99789,"ALASKA STATE",0
AK,99801,"JUNEAU BURROUGH",0.05
AK,99824,"JUNEAU BURROUGH",0.05
AK,99827,"HAINES BURROUGH",0.04
AK,99829,HOONAH,0.065
AK,99830,KAKE,0.05
AK,99833,"PETERSBURG BOROUGH",0.06
AK,99835,"SITKA BURROUGH",0.06
AK,99836,"PORT ALEXANDER",0.04
AK,99840,SKAGWAY,0.05
AK,99841,"TENAKEE SPRINGS",0.02
AK,99901,KETCHIKAN,0.065
AK,99921,CRAIG,0.05
AK,99925,KLAWOCK,0.055
AK,99928,"KETCHIKAN GATEWAY BURROUGH",0.025
AK,99929,WRANGELL,0.07
AL,35004,MOODY,0.09
AL,35005,ADAMSVILLE,0.1
AL,35006,"JEFFERSON COUNTY",0.06
AL,35007,ALABASTER,0.09
AL,35010,ALEXANDER,0.1
AL,35013,ALLGOOD,0.07
AL,35014,"TALLADEGA COUNTY",0.07
AL,35015,IRONDALE,0.1
AL,35016,"ARAB (MARSHALL CO)",0.09
AL,35019,"CULLMAN COUNTY",0.085
AL,35020,BESSEMER,0.1
AL,35021,BESSEMER,0.1
AL,35022,BESSEMER,0.1
AL,35023,HUEYTOWN,0.1
AL,35031,"BLOUNT COUNTY",0.06
AL,35032,"CHILDERSBURG PJ",0.08
AL,35033,"CULLMAN COUNTY",0.085
AL,35034,"BIBB COUNTY",0.08
AL,35035,"BIBB COUNTY",0.08
AL,35036,GARDENDALE,0.1
AL,35038,DORA,0.08
AL,35040,"CALERA (SHELBY CO)",0.09
AL,35042,CENTREVILLE,0.09
AL,35043,CHELSEA,0.09
AL,35044,CHILDERSBURG,0.09
AL,35045,CLANTON,0.09
AL,35046,"CHILTON COUNTY",0.06
AL,35048,CLAY,0.1
AL,35049,"CLEVELAND PJ",0.07
AL,35051,"SHELBY COUNTY",0.05
AL,35052,"ST. CLAIR COUNTY",0.06
AL,35053,"CULLMAN COUNTY",0.085
AL,35054,"ST. CLAIR COUNTY",0.06
AL,35055,CULLMAN,0.09
AL,35056,CULLMAN,0.09
AL,35057,"CULLMAN COUNTY",0.085
AL,35058,"CULLMAN COUNTY",0.085
AL,35060,"ADAMSVILLE PJ",0.08
AL,35061,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35062,DORA,0.08
AL,35063,"WALKER COUNTY",0.06
AL,35064,FAIRFIELD,0.1
AL,35068,FULTONDALE,0.1
AL,35070,"CULLMAN COUNTY",0.085
AL,35071,GARDENDALE,0.1
AL,35072,"CLAY COUNTY",0.06
AL,35073,GRAYSVILLE,0.1
AL,35074,"WOODSTOCK PJ",0.09
AL,35077,"CULLMAN COUNTY",0.085
AL,35078,HARPERSVILLE,0.09
AL,35079,"BLOUNT COUNTY",0.06
AL,35080,"HELENA (SHELBY CO)",0.09
AL,35082,"CLAY COUNTY",0.06
AL,35083,"CULLMAN COUNTY",0.085
AL,35085,"CHILTON COUNTY",0.06
AL,35087,"CULLMAN COUNTY",0.085
AL,35089,"COOSA COUNTY",0.06
AL,35091,KIMBERLY,0.1
AL,35094,"LEEDS (JEFFERSON CO)",0.1
AL,35096,LINCOLN,0.1
AL,35097,"LOCUST FORK",0.08
AL,35098,"CULLMAN COUNTY",0.085
AL,35111,"JEFFERSON COUNTY",0.06
AL,35112,MARGARET,0.1
AL,35114,ALABASTER,0.09
AL,35115,MONTEVALLO,0.09
AL,35116,MORRIS,0.1
AL,35117,"JEFFERSON COUNTY",0.06
AL,35118,"JEFFERSON COUNTY",0.06
AL,35119,GARDENDALE,0.1
AL,35120,ODENVILLE,0.09
AL,35121,ONEONTA,0.09
AL,35123,PINSON,0.1
AL,35124,PELHAM,0.09
AL,35125,"ST. CLAIR COUNTY",0.06
AL,35126,"JEFFERSON COUNTY",0.06
AL,35127,"PLEASANT GROVE",0.1
AL,35128,PELL,0.1
AL,35130,"WALKER COUNTY",0.06
AL,35131,RAGLAND,0.1
AL,35133,"BLOUNT COUNTY",0.06
AL,35135,RIVERSIDE,0.1
AL,35136,ROCKFORD,0.08
AL,35137,"CALERA PJ (SHELBY CO)",0.07
AL,35139,"ADAMSVILLE PJ",0.08
AL,35142,"HOOVER (JEFFERSON CO)",0.09
AL,35143,"SHELBY COUNTY",0.05
AL,35146,"ST. CLAIR COUNTY",0.06
AL,35147,"SHELBY COUNTY",0.05
AL,35148,"SUMITON (WALKER CO)",0.095
AL,35149,"TALLADEGA COUNTY",0.07
AL,35150,SYLACAUGA,0.08
AL,35151,"TALLADEGA COUNTY",0.07
AL,35160,TALLADEGA,0.1
AL,35171,THORSBY,0.09
AL,35172,"BLOUNT COUNTY",0.06
AL,35173,"TRUSSVILLE (JEFFERSON CO)",0.1
AL,35175,"MARSHALL COUNTY",0.05
AL,35176,"SHELBY COUNTY",0.05
AL,35178,"VINCENT (SHELBY CO)",0.09
AL,35179,"CULLMAN COUNTY",0.085
AL,35180,"BLOUNT COUNTY",0.06
AL,35181,"FULTONDALE PJ",0.08
AL,35182,"ST. CLAIR COUNTY",0.06
AL,35183,"COOSA COUNTY",0.06
AL,35184,"BIBB COUNTY",0.08
AL,35185,"WESTOVER PJ",0.07
AL,35186,WILSONVILLE,0.08
AL,35187,WILTON,0.08
AL,35188,"WOODSTOCK (BIBB CO)",0.1
AL,35201,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35202,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35203,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35204,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35205,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35206,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35207,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35208,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35209,HOMEWOOD,0.09
AL,35210,IRONDALE,0.1
AL,35211,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35212,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35213,"MOUNTAIN BROOK",0.09
AL,35214,"JEFFERSON COUNTY",0.06
AL,35215,"CENTER POINT",0.08
AL,35216,"VESTAVIA HILLS (JEFFERSON CO)",0.09
AL,35217,TARRANT,0.1
AL,35218,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35219,HOMEWOOD,0.09
AL,35220,"CENTER POINT",0.08
AL,35221,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35222,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35223,"MOUNTAIN BROOK",0.09
AL,35224,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35226,"HOOVER (JEFFERSON CO)",0.09
AL,35228,MIDFIELD,0.1
AL,35229,HOMEWOOD,0.09
AL,35231,"JEFFERSON COUNTY",0.06
AL,35232,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35233,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35234,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35235,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35236,"HOOVER (JEFFERSON CO)",0.09
AL,35237,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35238,"SHELBY COUNTY",0.05
AL,35242,"HOOVER PJ (SHELBY  CO)",0.065
AL,35243,"VESTAVIA HILLS (JEFFERSON CO)",0.09
AL,35244,"HOOVER (JEFFERSON CO)",0.09
AL,35249,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35253,HOMEWOOD,0.09
AL,35254,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35255,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35259,HOMEWOOD,0.09
AL,35260,"HOOVER (JEFFERSON CO)",0.09
AL,35261,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35266,HOMEWOOD,0.09
AL,35270,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35282,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35285,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35293,HOMEWOOD,0.09
AL,35294,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35295,"BIRMINGHAM (JEFFERSON CO)",0.1
AL,35401,TUSCALOOSA,0.09
AL,35402,TUSCALOOSA,0.09
AL,35403,TUSCALOOSA,0.09
AL,35404,TUSCALOOSA,0.09
AL,35405,TUSCALOOSA,0.09
AL,35406,TUSCALOOSA,0.09
AL,35407,TUSCALOOSA,0.09
AL,35440,"TUSCALOOSA COUNTY",0.09
AL,35441,"HALE COUNTY",0.07
AL,35442,ALICEVILLE,0.09
AL,35443,"GREENE COUNTY",0.07
AL,35444,BROOKWOOD,0.09
AL,35446,"TUSCALOOSA COUNTY",0.09
AL,35447,"PICKENS COUNTY",0.08
AL,35448,"GREENE COUNTY",0.07
AL,35449,COALING,0.1
AL,35452,"NORTHPORT PJ",0.09
AL,35453,"TUSCALOOSA PJ",0.09
AL,35456,"TUSCALOOSA PJ",0.09
AL,35457,"TUSCALOOSA COUNTY",0.09
AL,35458,"TUSCALOOSA COUNTY",0.09
AL,35459,"SUMTER COUNTY",0.07
AL,35460,"SUMTER COUNTY",0.07
AL,35461,"PICKENS COUNTY",0.08
AL,35462,EUTAW,0.1
AL,35463,"TUSCALOOSA COUNTY",0.09
AL,35464,"SUMTER COUNTY",0.07
AL,35466,"PICKENS COUNTY",0.08
AL,35468,"TUSCALOOSA COUNTY",0.09
AL,35469,"GREENE COUNTY",0.07
AL,35470,"SUMTER COUNTY",0.07
AL,35471,"PICKENS COUNTY",0.08
AL,35473,NORTHPORT,0.09
AL,35474,"HALE COUNTY",0.07
AL,35475,"TUSCALOOSA PJ",0.09
AL,35476,NORTHPORT,0.09
AL,35477,"SUMTER COUNTY",0.07
AL,35478,"TUSCALOOSA PJ",0.09
AL,35480,"TUSCALOOSA COUNTY",0.09
AL,35481,"PICKENS COUNTY",0.08
AL,35482,"TUSCALOOSA COUNTY",0.09
AL,35486,TUSCALOOSA,0.09
AL,35487,TUSCALOOSA,0.09
AL,35490,"VANCE PJ (TUSCALOOSA CO)",0.09
AL,35491,"GREENE COUNTY",0.07
AL,35501,JASPER,0.09
AL,35502,JASPER,0.09
AL,35503,"WALKER COUNTY",0.06
AL,35504,"WALKER COUNTY",0.06
AL,35540,"WINSTON COUNTY",0.06
AL,35541,"WINSTON COUNTY",0.06
AL,35542,"FAYETTE COUNTY",0.06
AL,35543,"BEAR CREEK",0.09
AL,35544,"LAMAR COUNTY",0.06
AL,35545,BELK,0.07
AL,35546,"FAYETTE COUNTY",0.06
AL,35548,BRILLIANT,0.09
AL,35549,"CARBON HILL",0.09
AL,35550,"WALKER COUNTY",0.06
AL,35551,"HALEYVILLE PJ (WINSTON CO)",0.075
AL,35552,"MARION COUNTY",0.06
AL,35553,"WINSTON COUNTY",0.06
AL,35554,"FAYETTE COUNTY",0.06
AL,35555,"FAYETTE COUNTY",0.06
AL,35559,"GLEN ALLEN (FAYETTE CO)",0.07
AL,35560,"WALKER COUNTY",0.06
AL,35563,GUIN,0.09
AL,35564,HACKLEBURG,0.08
AL,35565,"HALEYVILLE (WINSTON CO)",0.09
AL,35570,HAMILTON,0.09
AL,35571,"FRANKLIN COUNTY",0.06
AL,35572,"WINSTON COUNTY",0.06
AL,35573,KANSAS,0.07
AL,35574,"LAMAR COUNTY",0.06
AL,35575,LYNN,0.08
AL,35576,"LAMAR COUNTY",0.06
AL,35577,"LYNN PJ",0.07
AL,35578,"WALKER COUNTY",0.06
AL,35579,"WALKER COUNTY",0.06
AL,35580,"WALKER COUNTY",0.06
AL,35581,"FRANKLIN COUNTY",0.06
AL,35582,"RED BAY",0.085
AL,35584,SIPSEY,0.08
AL,35585,"FRANKLIN COUNTY",0.06
AL,35586,"LAMAR COUNTY",0.06
AL,35587,"WALKER COUNTY",0.06
AL,35592,"LAMAR COUNTY",0.06
AL,35593,"FRANKLIN COUNTY",0.06
AL,35594,"WINFIELD (MARION CO)",0.09
AL,35601,"DECATUR (MORGAN CO)",0.09
AL,35602,"DECATUR (MORGAN CO)",0.09
AL,35603,"DECATUR (MORGAN CO)",0.09
AL,35610,"LAUDERDALE COUNTY",0.055
AL,35611,ATHENS,0.09
AL,35612,ATHENS,0.09
AL,35613,"LIMESTONE COUNTY",0.06
AL,35614,"LIMESTONE COUNTY",0.06
AL,35615,"DECATUR UN",0.08
AL,35616,"COLBERT COUNTY",0.055
AL,35617,"LAUDERDALE COUNTY",0.055
AL,35618,"LAWRENCE COUNTY",0.07
AL,35619,"LAWRENCE COUNTY",0.07
AL,35620,"LIMESTONE COUNTY",0.06
AL,35621,"MORGAN COUNTY",0.07
AL,35622,"MORGAN COUNTY",0.07
AL,35630,FLORENCE,0.085
AL,35631,FLORENCE,0.085
AL,35632,FLORENCE,0.085
AL,35633,"LAUDERDALE COUNTY",0.055
AL,35634,"LAUDERDALE COUNTY",0.055
AL,35640,HARTSELLE,0.09
AL,35643,"LAWRENCE COUNTY",0.07
AL,35645,"LAUDERDALE COUNTY",0.055
AL,35646,"COLBERT COUNTY",0.055
AL,35647,"LIMESTONE COUNTY",0.06
AL,35648,"LAUDERDALE COUNTY",0.055
AL,35649,"DECATUR UN",0.08
AL,35650,"LAWRENCE COUNTY",0.07
AL,35651,"LAWRENCE COUNTY",0.07
AL,35652,"LAUDERDALE COUNTY",0.055
AL,35653,RUSSELLVILLE,0.09
AL,35654,"FRANKLIN COUNTY",0.06
AL,35660,SHEFFIELD,0.09
AL,35661,"MUSCLE SHOALS",0.09
AL,35670,"MORGAN COUNTY",0.07
AL,35671,"LIMESTONE COUNTY",0.06
AL,35672,"LAWRENCE COUNTY",0.07
AL,35673,"LAWRENCE COUNTY",0.07
AL,35674,TUSCUMBIA,0.09
AL,35677,"LAUDERDALE COUNTY",0.055
AL,35739,"LIMESTONE COUNTY",0.06
AL,35740,BRIDGEPORT,0.09
AL,35741,"MADISON COUNTY",0.055
AL,35742,"LIMESTONE COUNTY",0.06
AL,35744,"JACKSON COUNTY",0.06
AL,35745,"JACKSON COUNTY",0.06
AL,35746,"JACKSON COUNTY",0.06
AL,35747,"MARSHALL COUNTY",0.05
AL,35748,"MADISON COUNTY",0.055
AL,35749,"MADISON COUNTY",0.055
AL,35750,"MADISON COUNTY",0.055
AL,35751,"JACKSON COUNTY",0.06
AL,35752,HOLLYWOOD,0.09
AL,35754,"MORGAN COUNTY",0.07
AL,35755,LANGSTON,0.08
AL,35756,"LIMESTONE COUNTY",0.06
AL,35757,"MADISON COUNTY",0.055
AL,35758,"MADISON (MADISON CO)",0.09
AL,35759,"MADISON COUNTY",0.055
AL,35760,"MADISON COUNTY",0.055
AL,35761,"MADISON COUNTY",0.055
AL,35762,"HUNTSVILLE (MADISON CO)",0.09
AL,35763,"HUNTSVILLE (MADISON CO)",0.09
AL,35764,"JACKSON COUNTY",0.06
AL,35765,"JACKSON COUNTY",0.06
AL,35766,"JACKSON COUNTY",0.06
AL,35767,"MADISON COUNTY",0.055
AL,35768,SCOTTSBORO,0.09
AL,35769,SCOTTSBORO,0.09
AL,35771,"JACKSON COUNTY",0.06
AL,35772,"STEVENSON PJ",0.075
AL,35773,"MADISON COUNTY",0.055
AL,35774,"JACKSON COUNTY",0.06
AL,35775,"MORGAN COUNTY",0.07
AL,35776,"JACKSON COUNTY",0.06
AL,35801,"HUNTSVILLE (MADISON CO)",0.09
AL,35802,"HUNTSVILLE (MADISON CO)",0.09
AL,35803,"HUNTSVILLE (MADISON CO)",0.09
AL,35804,"HUNTSVILLE (MADISON CO)",0.09
AL,35805,"HUNTSVILLE (MADISON CO)",0.09
AL,35806,"HUNTSVILLE (MADISON CO)",0.09
AL,35807,"HUNTSVILLE (MADISON CO)",0.09
AL,35808,"MADISON COUNTY",0.055
AL,35809,"HUNTSVILLE (MADISON CO)",0.09
AL,35810,"HUNTSVILLE (MADISON CO)",0.09
AL,35811,"MADISON COUNTY",0.055
AL,35812,"HUNTSVILLE (MADISON CO)",0.09
AL,35813,"HUNTSVILLE (MADISON CO)",0.09
AL,35814,"HUNTSVILLE (MADISON CO)",0.09
AL,35815,"HUNTSVILLE (MADISON CO)",0.09
AL,35816,"HUNTSVILLE (MADISON CO)",0.09
AL,35824,"HUNTSVILLE (MADISON CO)",0.09
AL,35893,"HUNTSVILLE (MADISON CO)",0.09
AL,35894,"HUNTSVILLE (MADISON CO)",0.09
AL,35895,"HUNTSVILLE (MADISON CO)",0.09
AL,35896,"HUNTSVILLE (MADISON CO)",0.09
AL,35897,"MADISON COUNTY",0.055
AL,35899,"HUNTSVILLE (MADISON CO)",0.09
AL,35901,GADSDEN,0.09
AL,35902,GADSDEN,0.09
AL,35903,GADSDEN,0.09
AL,35904,GADSDEN,0.09
AL,35905,"GLENCOE (ETOWAH CO)",0.09
AL,35906,RAINBOW,0.09
AL,35907,"SOUTHSIDE (ETOWAH CO)",0.09
AL,35950,ALBERTVILLE,0.08
AL,35951,ALBERTVILLE,0.08
AL,35952,"ETOWAH COUNTY",0.05
AL,35953,"ST. CLAIR COUNTY",0.06
AL,35954,"ETOWAH COUNTY",0.05
AL,35956,"ETOWAH COUNTY",0.05
AL,35957,"BOAZ (MARSHALL CO)",0.08
AL,35958,"JACKSON COUNTY",0.06
AL,35959,"CHEROKEE COUNTY",0.075
AL,35960,"CHEROKEE COUNTY",0.075
AL,35961,"DEKALB COUNTY",0.05
AL,35962,"DEKALB COUNTY",0.05
AL,35963,"DEKALB COUNTY",0.05
AL,35964,DOUGLAS,0.08
AL,35966,"JACKSON COUNTY",0.06
AL,35967,"FORT PAYNE",0.08
AL,35968,"DEKALB COUNTY",0.05
AL,35971,"DEKALB COUNTY",0.05
AL,35972,"ETOWAH COUNTY",0.05
AL,35973,"CHEROKEE COUNTY",0.075
AL,35974,"GERALDINE PJ",0.065
AL,35975,"DEKALB COUNTY",0.05
AL,35976,"GUNTERSVILLE PJ",0.07
AL,35978,HENAGAR,0.09
AL,35979,"DEKALB COUNTY",0.05
AL,35980,"MARSHALL COUNTY",0.05
AL,35981,"IDER PJ",0.07
AL,35983,"CHEROKEE COUNTY",0.075
AL,35984,"DEKALB COUNTY",0.05
AL,35986,RAINSVILLE,0.09
AL,35987,STEELE,0.08
AL,35988,SYLVANIA,0.09
AL,35989,"DEKALB COUNTY",0.05
AL,35990,"WALNUT GROVE",0.08
AL,36003,"AUTAUGA COUNTY",0.06
AL,36005,"PIKE COUNTY",0.06
AL,36006,"AUTAUGA COUNTY",0.06
AL,36008,"AUTAUGA COUNTY",0.06
AL,36009,"CRENSHAW COUNTY",0.075
AL,36010,BRUNDIDGE,0.08
AL,36013,"PIKE ROAD PJ",0.07625
AL,36015,"BUTLER COUNTY",0.055
AL,36016,"BARBOUR COUNTY",0.055
AL,36017,CLIO,0.095
AL,36020,COOSADA,0.085
AL,36022,"ELMORE COUNTY",0.05
AL,36024,"ELMORE COUNTY",0.05
AL,36025,"ELMORE PJ",0.065
AL,36026,"ELMORE COUNTY",0.05
AL,36027,EUFAULA,0.095
AL,36028,"COVINGTON COUNTY",0.06
AL,36029,"BULLOCK COUNTY",0.065
AL,36030,"BUTLER COUNTY",0.055
AL,36031,"MACON COUNTY",0.05
AL,36032,"FORT DEPOSIT",0.105
AL,36033,GEORGIANA,0.095
AL,36034,"PIKE COUNTY",0.06
AL,36035,"PIKE COUNTY",0.06
AL,36036,"MONTGOMERY COUNTY",0.065
AL,36037,"BUTLER COUNTY",0.055
AL,36038,GANTT,0.08
AL,36039,"MACON COUNTY",0.05
AL,36040,"LOWNDES COUNTY",0.08
AL,36041,"CRENSHAW COUNTY",0.075
AL,36042,"CRENSHAW COUNTY",0.075
AL,36043,"LOWNDES COUNTY",0.08
AL,36046,"CRENSHAW COUNTY",0.075
AL,36047,"LOWNDES COUNTY",0.08
AL,36048,"BARBOUR COUNTY",0.055
AL,36049,LUVERNE,0.1
AL,36051,"AUTAUGA COUNTY",0.06
AL,36052,"PIKE ROAD PJ",0.07625
AL,36053,"BULLOCK COUNTY",0.065
AL,36054,MILLBROOK,0.085
AL,36057,"PIKE ROAD",0.0875
AL,36064,"PIKE ROAD PJ",0.07625
AL,36065,"MONTGOMERY COUNTY",0.065
AL,36066,"PRATTVILLE (AUTAUGA CO)",0.095
AL,36067,"PRATTVILLE (AUTAUGA CO)",0.095
AL,36068,"PRATTVILLE (AUTAUGA CO)",0.095
AL,36069,"MONTGOMERY COUNTY",0.065
AL,36071,"CRENSHAW COUNTY",0.075
AL,36072,EUFAULA,0.095
AL,36075,"SHORTER PJ",0.075
AL,36078,"ELMORE COUNTY",0.05
AL,36079,TROY,0.09
AL,36080,"ELMORE COUNTY",0.05
AL,36081,TROY,0.09
AL,36082,TROY,0.09
AL,36083,TUSKEGEE,0.1
AL,36087,TUSKEGEE,0.1
AL,36088,TUSKEGEE,0.1
AL,36089,"UNION SPRINGS",0.1
AL,36091,"CHILTON COUNTY",0.06
AL,36092,"WETUMPKA PJ",0.065
AL,36093,"ELMORE COUNTY",0.05
AL,36101,MONTGOMERY,0.1
AL,36102,MONTGOMERY,0.1
AL,36103,MONTGOMERY,0.1
AL,36104,MONTGOMERY,0.1
AL,36105,MONTGOMERY,0.1
AL,36106,MONTGOMERY,0.1
AL,36107,MONTGOMERY,0.1
AL,36108,MONTGOMERY,0.1
AL,36109,MONTGOMERY,0.1
AL,36110,MONTGOMERY,0.1
AL,36111,MONTGOMERY,0.1
AL,36112,MONTGOMERY,0.1
AL,36113,MONTGOMERY,0.1
AL,36114,MONTGOMERY,0.1
AL,36115,MONTGOMERY,0.1
AL,36116,MONTGOMERY,0.1
AL,36117,MONTGOMERY,0.1
AL,36118,MONTGOMERY,0.1
AL,36119,MONTGOMERY,0.1
AL,36120,MONTGOMERY,0.1
AL,36121,MONTGOMERY,0.1
AL,36123,MONTGOMERY,0.1
AL,36124,MONTGOMERY,0.1
AL,36125,MONTGOMERY,0.1
AL,36130,MONTGOMERY,0.1
AL,36131,MONTGOMERY,0.1
AL,36132,MONTGOMERY,0.1
AL,36133,MONTGOMERY,0.1
AL,36134,MONTGOMERY,0.1
AL,36201,ANNISTON,0.1
AL,36202,ANNISTON,0.1
AL,36203,"OXFORD (CALHOUN CO)",0.1
AL,36204,ANNISTON,0.1
AL,36205,ANNISTON,0.1
AL,36206,"ANNISTON PJ",0.095
AL,36207,ANNISTON,0.1
AL,36250,"CALHOUN COUNTY",0.07
AL,36251,"CLAY COUNTY",0.06
